ICD9,CCS
'05921',Other and unspecified viral infection
'05922',Other and unspecified viral infection
'0598 ',Other and unspecified viral infection
'0599 ',Other and unspecified viral infection
'0600 ',Other and unspecified viral infection
'0601 ',Other and unspecified viral infection
'0609 ',Other and unspecified viral infection
'061  ',Other and unspecified viral infection
'0650 ',Other and unspecified viral infection
'0651 ',Other and unspecified viral infection
'0652 ',Other and unspecified viral infection
'0653 ',Other and unspecified viral infection
'0654 ',Other and unspecified viral infection
'0658 ',Other and unspecified viral infection
'0659 ',Other and unspecified viral infection
'0660 ',Other and unspecified viral infection
'0661 ',Other and unspecified viral infection
'0663 ',Other and unspecified viral infection
'0664 ',Other and unspecified viral infection
'06640',Other and unspecified viral infection
'06642',Other and unspecified viral infection
'06649',Other and unspecified viral infection
'0668 ',Other and unspecified viral infection
'0669 ',Other and unspecified viral infection
'071  ',Other and unspecified viral infection
'0720 ',Other and unspecified viral infection
'0723 ',Other and unspecified viral infection
'07272',Other and unspecified viral infection
'07279',Other and unspecified viral infection
'0728 ',Other and unspecified viral infection
'0729 ',Other and unspecified viral infection
'0737 ',Other and unspecified viral infection
'0738 ',Other and unspecified viral infection
'0739 ',Other and unspecified viral infection
'0740 ',Other and unspecified viral infection
'0741 ',Other and unspecified viral infection
'0743 ',Other and unspecified viral infection
'0748 ',Other and unspecified viral infection
'075  ',Other and unspecified viral infection
'0780 ',Other and unspecified viral infection
'0781 ',Other and unspecified viral infection
'07810',Other and unspecified viral infection
'07811',Other and unspecified viral infection
'07812',Other and unspecified viral infection
'07819',Other and unspecified viral infection
'0782 ',Other and unspecified viral infection
'0783 ',Other and unspecified viral infection
'0784 ',Other and unspecified viral infection
'0785 ',Other and unspecified viral infection
'0786 ',Other and unspecified viral infection
'0787 ',Other and unspecified viral infection
'07881',Other and unspecified viral infection
'07882',Other and unspecified viral infection
'07888',Other and unspecified viral infection
'07889',Other and unspecified viral infection
'0790 ',Other and unspecified viral infection
'0791 ',Other and unspecified viral infection
'0792 ',Other and unspecified viral infection
'0793 ',Other and unspecified viral infection
'0794 ',Other and unspecified viral infection
'07950',Other and unspecified viral infection
'07951',Other and unspecified viral infection
'07952',Other and unspecified viral infection
'07959',Other and unspecified viral infection
'0796 ',Other and unspecified viral infection
'0798 ',Other and unspecified viral infection
'07981',Other and unspecified viral infection
'07982',Other and unspecified viral infection
'07983',Other and unspecified viral infection
'07988',Other and unspecified viral infection
'07989',Other and unspecified viral infection
'0799 ',Other and unspecified viral infection
'07998',Other and unspecified viral infection
'07999',Other and unspecified viral infection
'7908 ',Other and unspecified viral infection
'080  ',Other infections; including parasitic [8.]
'0810 ',Other infections; including parasitic [8.]
'0811 ',Other infections; including parasitic [8.]
'0812 ',Other infections; including parasitic [8.]
'0819 ',Other infections; including parasitic [8.]
'0820 ',Other infections; including parasitic [8.]
'0821 ',Other infections; including parasitic [8.]
'0822 ',Other infections; including parasitic [8.]
'0823 ',Other infections; including parasitic [8.]
'08240',Other infections; including parasitic [8.]
'08241',Other infections; including parasitic [8.]
'08249',Other infections; including parasitic [8.]
'0828 ',Other infections; including parasitic [8.]
'0829 ',Other infections; including parasitic [8.]
'0831 ',Other infections; including parasitic [8.]
'0832 ',Other infections; including parasitic [8.]
'0838 ',Other infections; including parasitic [8.]
'0839 ',Other infections; including parasitic [8.]
'0840 ',Other infections; including parasitic [8.]
'0841 ',Other infections; including parasitic [8.]
'0842 ',Other infections; including parasitic [8.]
'0843 ',Other infections; including parasitic [8.]
'0844 ',Other infections; including parasitic [8.]
'0845 ',Other infections; including parasitic [8.]
'0846 ',Other infections; including parasitic [8.]
'0847 ',Other infections; including parasitic [8.]
'0848 ',Other infections; including parasitic [8.]
'0849 ',Other infections; including parasitic [8.]
'0850 ',Other infections; including parasitic [8.]
'0851 ',Other infections; including parasitic [8.]
'0852 ',Other infections; including parasitic [8.]
'0853 ',Other infections; including parasitic [8.]
'0854 ',Other infections; including parasitic [8.]
'0855 ',Other infections; including parasitic [8.]
'0859 ',Other infections; including parasitic [8.]
'0860 ',Other infections; including parasitic [8.]
'0861 ',Other infections; including parasitic [8.]
'0862 ',Other infections; including parasitic [8.]
'0863 ',Other infections; including parasitic [8.]
'0864 ',Other infections; including parasitic [8.]
'0865 ',Other infections; including parasitic [8.]
'0869 ',Other infections; including parasitic [8.]
'0870 ',Other infections; including parasitic [8.]
'0871 ',Other infections; including parasitic [8.]
'0879 ',Other infections; including parasitic [8.]
'0880 ',Other infections; including parasitic [8.]
'0888 ',Other infections; including parasitic [8.]
'08881',Other infections; including parasitic [8.]
'08882',Other infections; including parasitic [8.]
'08889',Other infections; including parasitic [8.]
'0889 ',Other infections; including parasitic [8.]
'1000 ',Other infections; including parasitic [8.]
'10089',Other infections; including parasitic [8.]
'1009 ',Other infections; including parasitic [8.]
'101  ',Other infections; including parasitic [8.]
'1020 ',Other infections; including parasitic [8.]
'1021 ',Other infections; including parasitic [8.]
'1022 ',Other infections; including parasitic [8.]
'1023 ',Other infections; including parasitic [8.]
'1024 ',Other infections; including parasitic [8.]
'1025 ',Other infections; including parasitic [8.]
'1026 ',Other infections; including parasitic [8.]
'1027 ',Other infections; including parasitic [8.]
'1028 ',Other infections; including parasitic [8.]
'1029 ',Other infections; including parasitic [8.]
'1030 ',Other infections; including parasitic [8.]
'1031 ',Other infections; including parasitic [8.]
'1032 ',Other infections; including parasitic [8.]
'1033 ',Other infections; including parasitic [8.]
'1039 ',Other infections; including parasitic [8.]
'1040 ',Other infections; including parasitic [8.]
'1048 ',Other infections; including parasitic [8.]
'1049 ',Other infections; including parasitic [8.]
'1200 ',Other infections; including parasitic [8.]
'1201 ',Other infections; including parasitic [8.]
'1202 ',Other infections; including parasitic [8.]
'1203 ',Other infections; including parasitic [8.]
'1208 ',Other infections; including parasitic [8.]
'1209 ',Other infections; including parasitic [8.]
'1210 ',Other infections; including parasitic [8.]
'1211 ',Other infections; including parasitic [8.]
'1212 ',Other infections; including parasitic [8.]
'1213 ',Other infections; including parasitic [8.]
'1214 ',Other infections; including parasitic [8.]
'1215 ',Other infections; including parasitic [8.]
'1216 ',Other infections; including parasitic [8.]
'1218 ',Other infections; including parasitic [8.]
'1219 ',Other infections; including parasitic [8.]
'1220 ',Other infections; including parasitic [8.]
'1221 ',Other infections; including parasitic [8.]
'1222 ',Other infections; including parasitic [8.]
'1223 ',Other infections; including parasitic [8.]
'1224 ',Other infections; including parasitic [8.]
'1225 ',Other infections; including parasitic [8.]
'1226 ',Other infections; including parasitic [8.]
'1227 ',Other infections; including parasitic [8.]
'1228 ',Other infections; including parasitic [8.]
'1229 ',Other infections; including parasitic [8.]
'1230 ',Other infections; including parasitic [8.]
'1231 ',Other infections; including parasitic [8.]
'1232 ',Other infections; including parasitic [8.]
'1233 ',Other infections; including parasitic [8.]
'1234 ',Other infections; including parasitic [8.]
'1235 ',Other infections; including parasitic [8.]
'1236 ',Other infections; including parasitic [8.]
'1238 ',Other infections; including parasitic [8.]
'1239 ',Other infections; including parasitic [8.]
'124  ',Other infections; including parasitic [8.]
'1250 ',Other infections; including parasitic [8.]
'1251 ',Other infections; including parasitic [8.]
'1252 ',Other infections; including parasitic [8.]
'1253 ',Other infections; including parasitic [8.]
'1254 ',Other infections; including parasitic [8.]
'1255 ',Other infections; including parasitic [8.]
'1256 ',Other infections; including parasitic [8.]
'1257 ',Other infections; including parasitic [8.]
'1259 ',Other infections; including parasitic [8.]
'1260 ',Other infections; including parasitic [8.]
'1261 ',Other infections; including parasitic [8.]
'1262 ',Other infections; including parasitic [8.]
'1263 ',Other infections; including parasitic [8.]
'1268 ',Other infections; including parasitic [8.]
'1269 ',Other infections; including parasitic [8.]
'1270 ',Other infections; including parasitic [8.]
'1271 ',Other infections; including parasitic [8.]
'1272 ',Other infections; including parasitic [8.]
'1273 ',Other infections; including parasitic [8.]
'1274 ',Other infections; including parasitic [8.]
'1275 ',Other infections; including parasitic [8.]
'1276 ',Other infections; including parasitic [8.]
'1277 ',Other infections; including parasitic [8.]
'1278 ',Other infections; including parasitic [8.]
'1279 ',Other infections; including parasitic [8.]
'1280 ',Other infections; including parasitic [8.]
'1281 ',Other infections; including parasitic [8.]
'1288 ',Other infections; including parasitic [8.]
'1289 ',Other infections; including parasitic [8.]
'129  ',Other infections; including parasitic [8.]
'1305 ',Other infections; including parasitic [8.]
'1307 ',Other infections; including parasitic [8.]
'1308 ',Other infections; including parasitic [8.]
'1309 ',Other infections; including parasitic [8.]
'13100',Other infections; including parasitic [8.]
'13101',Other infections; including parasitic [8.]
'13102',Other infections; including parasitic [8.]
'13103',Other infections; including parasitic [8.]
'13109',Other infections; including parasitic [8.]
'1318 ',Other infections; including parasitic [8.]
'1319 ',Other infections; including parasitic [8.]
'1320 ',Other infections; including parasitic [8.]
'1321 ',Other infections; including parasitic [8.]
'1322 ',Other infections; including parasitic [8.]
'1323 ',Other infections; including parasitic [8.]
'1329 ',Other infections; including parasitic [8.]
'1330 ',Other infections; including parasitic [8.]
'1338 ',Other infections; including parasitic [8.]
'1339 ',Other infections; including parasitic [8.]
'1340 ',Other infections; including parasitic [8.]
'1341 ',Other infections; including parasitic [8.]
'1342 ',Other infections; including parasitic [8.]
'1348 ',Other infections; including parasitic [8.]
'1349 ',Other infections; including parasitic [8.]
'135  ',Other infections; including parasitic [8.]
'1360 ',Other infections; including parasitic [8.]
'1361 ',Other infections; including parasitic [8.]
'1362 ',Other infections; including parasitic [8.]
'13621',Other infections; including parasitic [8.]
'13629',Other infections; including parasitic [8.]
'1364 ',Other infections; including parasitic [8.]
'1365 ',Other infections; including parasitic [8.]
'1368 ',Other infections; including parasitic [8.]
'1369 ',Other infections; including parasitic [8.]
'1398 ',Other infections; including parasitic [8.]
'V120 ',Other infections; including parasitic [8.]
'V1200',Other infections; including parasitic [8.]
'V1203',Other infections; including parasitic [8.]
'V1209',Other infections; including parasitic [8.]
'7955 ',Immunizations and screening for infectious disease [10.]
'79551',Immunizations and screening for infectious disease [10.]
'79552',Immunizations and screening for infectious disease [10.]
'7956 ',Immunizations and screening for infectious disease [10.]
'79579',Immunizations and screening for infectious disease [10.]
'V010 ',Immunizations and screening for infectious disease [10.]
'V011 ',Immunizations and screening for infectious disease [10.]
'V012 ',Immunizations and screening for infectious disease [10.]
'V013 ',Immunizations and screening for infectious disease [10.]
'V014 ',Immunizations and screening for infectious disease [10.]
'V015 ',Immunizations and screening for infectious disease [10.]
'V016 ',Immunizations and screening for infectious disease [10.]
'V017 ',Immunizations and screening for infectious disease [10.]
'V0171',Immunizations and screening for infectious disease [10.]
'V0179',Immunizations and screening for infectious disease [10.]
'V018 ',Immunizations and screening for infectious disease [10.]
'V0181',Immunizations and screening for infectious disease [10.]
'V0182',Immunizations and screening for infectious disease [10.]
'V0183',Immunizations and screening for infectious disease [10.]
'V0184',Immunizations and screening for infectious disease [10.]
'V0189',Immunizations and screening for infectious disease [10.]
'V019 ',Immunizations and screening for infectious disease [10.]
'V020 ',Immunizations and screening for infectious disease [10.]
'V021 ',Immunizations and screening for infectious disease [10.]
'V022 ',Immunizations and screening for infectious disease [10.]
'V023 ',Immunizations and screening for infectious disease [10.]
'V024 ',Immunizations and screening for infectious disease [10.]
'V025 ',Immunizations and screening for infectious disease [10.]
'V0251',Immunizations and screening for infectious disease [10.]
'V0252',Immunizations and screening for infectious disease [10.]
'V0253',Immunizations and screening for infectious disease [10.]
'V0254',Immunizations and screening for infectious disease [10.]
'V0259',Immunizations and screening for infectious disease [10.]
'V026 ',Immunizations and screening for infectious disease [10.]
'V0260',Immunizations and screening for infectious disease [10.]
'V0261',Immunizations and screening for infectious disease [10.]
'V0262',Immunizations and screening for infectious disease [10.]
'V0269',Immunizations and screening for infectious disease [10.]
'V027 ',Immunizations and screening for infectious disease [10.]
'V028 ',Immunizations and screening for infectious disease [10.]
'V029 ',Immunizations and screening for infectious disease [10.]
'V030 ',Immunizations and screening for infectious disease [10.]
'V031 ',Immunizations and screening for infectious disease [10.]
'V032 ',Immunizations and screening for infectious disease [10.]
'V033 ',Immunizations and screening for infectious disease [10.]
'V034 ',Immunizations and screening for infectious disease [10.]
'V035 ',Immunizations and screening for infectious disease [10.]
'V036 ',Immunizations and screening for infectious disease [10.]
'V037 ',Immunizations and screening for infectious disease [10.]
'V038 ',Immunizations and screening for infectious disease [10.]
'V0381',Immunizations and screening for infectious disease [10.]
'V0382',Immunizations and screening for infectious disease [10.]
'V0389',Immunizations and screening for infectious disease [10.]
'V039 ',Immunizations and screening for infectious disease [10.]
'V040 ',Immunizations and screening for infectious disease [10.]
'V041 ',Immunizations and screening for infectious disease [10.]
'V042 ',Immunizations and screening for infectious disease [10.]
'V043 ',Immunizations and screening for infectious disease [10.]
'V044 ',Immunizations and screening for infectious disease [10.]
'V045 ',Immunizations and screening for infectious disease [10.]
